REPORTID,USERID,REQUESTTYPE,REPORTTYPEID,ADDEDBY,HOSTID,LATITUDE,LONGITUDE,RADIUSIMPACT,DESCRIPTION,PRICE,REPORTSTATUSID,DATE,TIME,CREATEDTIME,LASTMODIFIEDTIME,ADDRESS,TOTALNUMBERINJURED,TOTALNUMBERKILLED,VEHICLETYPECODE,,,,,,,,,,,,,,,,,,,,,
22856,,of something that is not listed here,,,,-71.05685,42.329712,,"When it snows, abutters do no shovel or otherwise clear the sidewalks by the planters. Offenders are the glass shop between Boston St and Dorchester Ave, and the convenience store between Dorchester St and Preble St.",,0,1/25/2016,20:03:08,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22857,,bike facilities don't exist or need improvement,,,,-71.08676,42.276333,,Bike fatality here in 2015. Major cut thru. Figure way to deter cut thrus as well as add bike lanes and narrow traffic lane to 10.5 feet.,,0,1/25/2016,20:09:08,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
22858,,sidewalks/ramps don't exist or need improvement,,,,-71.05704,42.33867,,The sidewalk on the east side of Dorchester Ave on the bridge crossing the S Boston Bypass Road is very narrow because of the pipe.,,0,1/25/2016,20:09:09,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22859,,of something that is not listed here,,,,-71.0867,42.29455,,Contant parking in the bike lane in front of Boys & Girls Club. How about a separated bike lane?,,0,1/25/2016,20:12:08,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
22860,,of something that is not listed here,,,,-71.06076,42.36575,,Absolutely absurd that 1000s of people from commute rail going to subway need to cross causeway street. Needs some sort of mitigation or will be disaster for 2-3 years.,,0,1/25/2016,20:12:18,,,,,,travels (other),,,,,,,,,,,,,,,,,,,,,
22861,,people don't yield while turning,,,,-71.0591,42.318604,,there is no awareness of 'bike' space in this strip,,0,1/25/2016,20:15:40,,,,,,,,,,,,,,,,,,,,,,,,,,,
22862,,of something that is not listed here,,,,-71.05851,42.352406,,Signage is not clear about which lanes are/are not allowed to turn onto I-93 N/S ramps.,,0,1/25/2016,20:19:04,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
22863,,people run red lights / stop signs,,,,-71.060905,42.350456,,,,0,1/25/2016,20:19:50,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22864,,people double park their vehicles,,,,-71.06271,42.347622,,,,0,1/25/2016,20:20:34,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22865,,people don't yield while turning,,,,-71.14036,42.348682,,"Traffic flow here backs up because of turns from the carriage road, main road and merge. unclear unsafe traffic pattern",,0,1/25/2016,20:26:10,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
22866,,people run red lights / stop signs,,,,-71.139694,42.34901,,This intersection backs up because of the weird traffic pattern at Warren/Comm. People run the stop at Gordon St. to try to cut ahead of traffic on the carriage road.,,0,1/25/2016,20:27:06,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
22867,,people speed,,,,-71.16529,42.342663,,People fly down lake st.,,0,1/25/2016,20:30:54,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22868,,people don't yield while going straight,,,,-71.16758,42.35129,,weird traffic pattern - difficult to determine who has the right of way,,0,1/25/2016,20:32:22,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
22869,,the roadway surface needs improvement,,,,-71.07354,42.375874,,Potholes everywhere on 93N,,0,1/25/2016,20:34:48,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
22870,,of something that is not listed here,,,,-71.13626,42.354084,,"Despite the blinking cross walk, motorists don't stop for people crossing the street.",,0,1/25/2016,20:36:14,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22871,,people run red lights / stop signs,,,,-71.073616,42.33882,,"\Drivers ignore the \""\""No Turn on Red\""\"" here or stop on the crosswalk instead""",,0,1/25/2016,20:51:34,,,,,,forcing pedestrians into Washington St,,,,,,,,,,,,,,,,,,,,,
22872,,people run red lights / stop signs,,,,-71.03281,42.37421,,\If cars stop," they stop beyond the stop line most are \""\""rolling\""\"" stops and would hit anyone in the crosswalk.\""""",,0,1/25/2016,20:58:31,,,,,,walks,,,,,,,,,,,,,,,,,,,,
22873,,people run red lights / stop signs,,,,-71.02859,42.37777,,\If cars stop," they stop beyond the stop line most are \""\""rolling\""\"" stops and would hit anyone in the crosswalk.\""""",,0,1/25/2016,20:58:54,,,,,,walks,,,,,,,,,,,,,,,,,,,,
22874,,people don't yield while going straight,,,,-71.03429,42.372925,,"There needs to be a stop sign at this intersection, no one stops for pedestrians in the crosswalk.",,0,1/25/2016,20:59:53,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22875,,people speed,,,,-71.03044,42.377056,,This is the only intersection along this section of Chelsea street without a light and people speed through it even when there are pedestrians in the crosswalk.,,0,1/25/2016,21:00:37,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22876,,the roadway surface needs improvement,,,,-71.060295,42.358173,,"The sidewalk on the King's Chapel side is way too narrow for the amount of traffic here. If they widen, it, bollards might be a good idea too.",,0,1/25/2016,21:00:49,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22877,,people speed,,,,-71.028114,42.378983,,Cars park on the crosswalk here making it very treacherous to cross and cars are speeding by and don't yield.,,0,1/25/2016,21:03:17,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22878,,"\the wait for the \""\""Walk\""\"" signal is too long\""""",,,,-71.07517,42.334896,,The ped light crossing Mass Ave on the south side is inexplicably pushbuttom operated at some hours. It makes no sense. It should be concurrent at all times.,,0,1/25/2016,21:05:37,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22879,,people don't yield while turning,,,,-71.12555,42.255642,,While turning left from gordon to river people block the intersection and make those attempting go straight on river unable to pass through. Additionally people from the right lane will turn left (illegally) to avoid waiting in the correct turn lane.,,0,1/25/2016,21:05:42,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
22880,,people don't yield while turning,,,,-71.16756,42.350666,,"Drivers turning right here often do not yield to pedestrians, and take the turn very fast. It is hard for both drivers and pedestrians to see each other here.",,0,1/25/2016,21:10:51,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22881,,of something that is not listed here,,,,-71.126076,42.256393,,"people who want to turn left onto austin do not wait until they are close to austin and instead move into the wrong lane and travel down the road, skipping traffic and then turn left onto austin street",,0,1/25/2016,21:13:46,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22882,,of something that is not listed here,,,,-71.06413,42.351738,,Drug use in outdoor parking lot,,0,1/25/2016,21:17:42,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22883,,people speed,,,,-71.06391,42.354073,,"People regularly hit 40 mph on this stretch, making it dangerous for other street users",,0,1/25/2016,21:21:02,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22884,,bike facilities don't exist or need improvement,,,,-71.090485,42.352833,,"Given the speed of cars, trucks and buses, (and the wind) a protected bike track would bring more safety.",,0,1/25/2016,21:25:28,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
22885,,"\the wait for the \""\""Walk\""\"" signal is too long\""""",,,,-71.11196,42.332035,,"Lots of pedestrians here, but they are clearly the lowest priority in the signal setup.",,0,1/25/2016,21:26:58,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22886,,it's too far / too many lanes to cross,,,,-71.10323,42.347157,,Taking a left onto Beacon Street from Minor St (heading northbound) is very heard because there are many lanes and people drive fast.,,0,1/25/2016,21:58:13,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
22887,,people don't yield while turning,,,,-71.05999,42.309895,,,,0,1/25/2016,22:03:25,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
22888,,people speed,,,,-71.04607,42.307735,,,,0,1/25/2016,22:10:14,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
22889,,bike facilities don't exist or need improvement,,,,-71.04559,42.309204,,,,0,1/25/2016,22:10:28,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
22890,,the roadway surface needs improvement,,,,-71.067055,42.317917,,,,0,1/25/2016,22:15:30,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
22891,,"\the wait for the \""\""Walk\""\"" signal is too long\""""",,,,-71.059296,42.359257,,"I usually end up dashing across, because I shouldn't have to wait so long.",,0,1/25/2016,22:16:02,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22892,,bike facilities don't exist or need improvement,,,,-71.08657,42.329845,,,,0,1/25/2016,22:16:14,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
22893,,people double park their vehicles,,,,-71.10802,42.35006,,,,0,1/25/2016,22:25:30,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
22894,,people double park their vehicles,,,,-71.1075,42.35025,,,,0,1/25/2016,22:25:46,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
22895,,people double park their vehicles,,,,-71.105774,42.35006,,,,0,1/25/2016,22:25:54,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
22896,,people double park their vehicles,,,,-71.10454,42.34967,,,,0,1/25/2016,22:26:10,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
22897,,people double park their vehicles,,,,-71.114006,42.351006,,,,0,1/25/2016,22:26:58,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
22898,,people double park their vehicles,,,,-71.11901,42.351624,,,,0,1/25/2016,22:27:18,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
22899,,people double park their vehicles,,,,-71.12423,42.352043,,"\Beer trucks constantly block this bike lane.  Also BPD has blocked this bike lane when doing their annual \""\""lets pull over cyclists\""\"" day.\""""",,0,1/25/2016,22:28:20,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
22900,,people run red lights / stop signs,,,,-71.06596,42.279926,,,,0,1/25/2016,23:04:43,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22901,,people don't yield while turning,,,,-71.11024,42.3287,,cars don't know to yield at intersection of Heath and So. Huntington.  Crosswalk is faded..,,0,1/25/2016,23:04:48,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22902,,bike facilities don't exist or need improvement,,,,-71.10474,42.31708,,There is no good way to turn right onto the Southwest Corridor Path when heading west on Boylston.,,0,1/25/2016,23:07:12,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
22903,,bike facilities don't exist or need improvement,,,,-71.0947,42.33146,,"The path/crosswalk/intersection is often blocked by cars. When this happens, it is extremely difficult to continue on the highly-utilized SW Corridor Path.",,0,1/25/2016,23:09:48,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
22904,,people speed,,,,-71.10079,42.336323,,"Many of students crossing between MCHPS, MassArt, Boston Latin facilities. Drivers speed down this side road, treat it as cut-through.",,0,1/25/2016,23:18:13,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22905,,of something that is not listed here,,,,-71.117294,42.361057,,"This intersection has a crosswalk but no pedestrian signal and no pause in traffic for pedestrians/cyclists to cross. To continue along the bike path, pedestrians/cyclists have to wait for an opening and hope cars see them.",,0,1/25/2016,23:34:29,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
22906,,people double park their vehicles,,,,-71.07081,42.36175,,"Taxis, limos, & other service cars park/ idle  in far right lane waiting to get into hotel",,0,1/25/2016,23:35:13,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
22907,,people run red lights / stop signs,,,,-71.11747,42.361065,,,,0,1/25/2016,23:35:12,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22908,,there's not enough time to cross the street,,,,-71.117325,42.36098,,There is no time to cross the street as this intersection lacks a pedestrian signal and there's no pause in traffic.,,0,1/25/2016,23:36:46,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22909,,people double park their vehicles,,,,-71.12312,42.25593,,Traffic pattern and parking recently changed to help the flow.  Ignorant people still park where it is posted NO PARKING.,,0,1/25/2016,23:41:12,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
22910,,"\the wait for the \""\""Walk\""\"" signal is too long\""""",,,,-71.05653,42.3555,,"No car traffic can cross the crosswalk, but a pedestrian 'Dont Walk' signal is shown where it would be perfectly safe to do so. This results in pedestrians not trusting the signals and crossing on their own. This issue is pervasive across Boston.",,0,1/25/2016,23:41:46,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22911,,of something that is not listed here,,,,-71.06654,42.349613,,"This is a crosswalk at the corner of Charles St S, Warrenton St and Melrose St. I walk here daily & drivers RARELY stop; if they do they are usually passed on the right or the left by other cars. The crosswalk is clearly marked, yet few drivers care.",,0,1/25/2016,23:55:55,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22912,,there's not enough time to cross the street,,,,-71.057526,42.362778,,"There is no all walk option to this intersection and a long wait between lights. As a result, cars run the light and jaywalking is frequent. Major thruway for MBTA foot traffic",,0,1/26/2016,0:03:39,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22913,,bike facilities don't exist or need improvement,,,,-71.091896,42.348827,,Asking bikes to shift across two lanes of traffic into the left side bike lane is dangerous and confusing.,,0,1/26/2016,0:42:02,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
22914,,bike facilities don't exist or need improvement,,,,-71.06792,42.353374,,"In order to take a left at the intersection (leading to the Esplanade) you have to bike directly in the middle of the road. Many drivers speed by, honk and get angry, making a bad situation for all involved.",,0,1/26/2016,0:44:25,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
22915,,of something that is not listed here,,,,-71.12967,42.29848,,Traffic backs up all there way here from the left turn onto Walter.,,0,1/26/2016,1:10:45,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
22916,,bike facilities don't exist or need improvement,,,,-71.12781,42.300125,,"Bike lane heading towards Boston disappears just before top of hill, when bicycles are likely moving slowly. A curb cut might at least let cyclists get to sidewalk easily.",,0,1/26/2016,1:12:46,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
22917,,people double park their vehicles,,,,-71.14963,42.287228,,,,0,1/26/2016,1:13:01,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
22918,,people cross away from the crosswalks,,,,-71.10834,42.324463,,There used to be cross walks here but after the last resurfacing they have not repainted the cross walks.,,0,1/26/2016,1:19:17,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22919,,of something that is not listed here,,,,-71.127914,42.286884,,This is supposedly one lane but people will try to sneak up around you when yielding if they have any bit of space.,,0,1/26/2016,1:24:42,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
22920,,bike facilities don't exist or need improvement,,,,-71.121735,42.292404,,,,0,1/26/2016,1:27:30,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
22921,,sidewalks/ramps don't exist or need improvement,,,,-71.165985,42.341625,,The sidewalk is too narrow. Either make residents (Sec. Galvin!!) trim their hedges or widen sidewalk to allow for more space for peds.,,0,1/26/2016,1:32:48,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22922,,people run red lights / stop signs,,,,-71.16041,42.34887,,,,0,1/26/2016,1:33:53,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
22923,,the roadway surface needs improvement,,,,-71.08476,42.342644,,There are no land painted going towards St. Botolph from Symphony and it makes traffic horrible as people make up their own lanes as they cross over Huntington towards the St. Botolph intersection. Please repaint everything here.,,0,1/26/2016,1:34:19,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
22924,,the roadway surface needs improvement,,,,-71.061226,42.354828,,"Need a more substantial barrier to prevent cars (mostly out of staters) from driving into the ped zone. Just because it's open to cars sometimes doesn't mean it should look like a street. More deflection, roadway surface, signage.",,0,1/26/2016,1:46:33,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22925,,people double park their vehicles,,,,-71.036385,42.378895,,"People double park on this whole street, especially in front of the day-care where I've seen accidents and hit & runs regularly, as well as people almost coming to blows because of rude moms leaving the car in the middle of the street",,0,1/26/2016,1:52:40,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
22926,,of something that is not listed here,,,,-71.03537,42.379295,,"Eagle hill needs stop signs on the intersections, walking at night is DEADLY because people fly through the cross streets. Some have them, some don't and there's no rhyme or reason as to why!",,0,1/26/2016,1:53:30,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22927,,people cross away from the crosswalks,,,,-71.1234,42.319607,,There's no clear crossing from cabot estates to the pond,,0,1/26/2016,1:53:48,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
22928,,the roadway surface needs improvement,,,,-71.085175,42.335052,,The City only paves the street and leaves this bike path to be eaten up by tree routes. Let's maintain what we've got!,,0,1/26/2016,1:54:23,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
22929,,bike facilities don't exist or need improvement,,,,-71.15975,42.259098,,,,0,1/26/2016,1:54:45,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
22930,,people speed,,,,-71.0776,42.33693,,,,0,1/26/2016,1:56:33,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
22931,,it’s hard to see / low visibility,,,,-71.109375,42.333225,,"The driveway for Mission Park is signalized, but also has a stop sign (ILLEGAL), but anyway my point is that there's a huge decorative wall on either side that completely blocks visibility of those on the sidewalk. Busy bus/trolley stop here.",,0,1/26/2016,1:57:35,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
